loc,xCoordinate,yCoordinate
Mid-Range_Center(C),16,198
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",169,51
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",157,0
"Above the Break 3_Center(C)",16,253
"In The Paint (Non-RA)_Right Side(R)",64,68
"Mid-Range_Right Side(R)",121,47
Mid-Range_Center(C),-27,192
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side Center(LC)",-132,97
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Above the Break 3_Left Side Center(LC)",-225,97
"Restricted Area_Center(C)",0,0
"Above the Break 3_Left Side Center(LC)",-96,230
"Restricted Area_Center(C)",0,0
"Above the Break 3_Left Side Center(LC)",-168,198
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-90,101
"Mid-Range_Left Side(L)",-183,0
Mid-Range_Center(C),16,186
"Restricted Area_Center(C)",22,4
"Mid-Range_Right Side(R)",169,97
"Mid-Range_Right Side Center(RC)",121,125
"In The Paint (Non-RA)_Center(C)",-42,36
"Restricted Area_Center(C)",-18,9
"Mid-Range_Right Side(R)",150,0
"In The Paint (Non-RA)_Right Side(R)",77,101
"Mid-Range_Left Side(L)",-96,36
"In The Paint (Non-RA)_Center(C)",70,19
"In The Paint (Non-RA)_Center(C)",-4,47
"Restricted Area_Center(C)",-12,4
"In The Paint (Non-RA)_Center(C)",64,19
"In The Paint (Non-RA)_Center(C)",1,91
"Restricted Area_Center(C)",16,4
"In The Paint (Non-RA)_Right Side(R)",70,118
"In The Paint (Non-RA)_Center(C)",7,76
"Restricted Area_Center(C)",-18,0
"Restricted Area_Center(C)",1,13
"Mid-Range_Left Side(L)",-113,23
"Restricted Area_Center(C)",-27,7
"Mid-Range_Right Side(R)",163,42
"Restricted Area_Center(C)",16,13
"Restricted Area_Center(C)",16,17
"In The Paint (Non-RA)_Center(C)",-4,47
"In The Paint (Non-RA)_Center(C)",7,40
"Mid-Range_Left Side Center(LC)",-92,137
"Restricted Area_Center(C)",-4,9
"Mid-Range_Left Side(L)",-84,34
"Mid-Range_Left Side Center(LC)",-71,144
"Above the Break 3_Right Side Center(RC)",159,394
"Mid-Range_Left Side(L)",-176,0
"Mid-Range_Left Side(L)",-105,66
"Restricted Area_Center(C)",22,0
"Restricted Area_Center(C)",16,7
"Mid-Range_Left Side Center(LC)",-155,127
"Restricted Area_Center(C)",1,13
"Restricted Area_Center(C)",7,0
"Mid-Range_Left Side(L)",-162,51
"Restricted Area_Center(C)",1,0
"Restricted Area_Center(C)",-12,7
"Restricted Area_Center(C)",-4,9
"In The Paint (Non-RA)_Center(C)",28,57
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-82,70
"In The Paint (Non-RA)_Center(C)",-67,9
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-162,30
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side Center(LC)",-138,184
"Mid-Range_Left Side(L)",-153,9
"In The Paint (Non-RA)_Center(C)",-23,66
"Above the Break 3_Left Side Center(LC)",-132,211
"Mid-Range_Left Side Center(LC)",-94,160
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",163,15
"Restricted Area_Center(C)",0,0
"Above the Break 3_Left Side Center(LC)",-168,184
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Above the Break 3_Center(C)",3,257
"Mid-Range_Left Side Center(LC)",-117,137
"Mid-Range_Left Side(L)",-153,0
"In The Paint (Non-RA)_Right Side(R)",77,42
"Mid-Range_Right Side(R)",193,4
"Mid-Range_Left Side(L)",-168,66
"Restricted Area_Center(C)",0,0
"Above the Break 3_Left Side Center(LC)",-197,150
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-168,-6
"In The Paint (Non-RA)_Center(C)",-10,66
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-153,4
"In The Paint (Non-RA)_Center(C)",11,66
"Left Corner 3_Left Side(L)",-233,36
"In The Paint (Non-RA)_Right Side(R)",56,93
"Mid-Range_Left Side(L)",-147,9
"Above the Break 3_Left Side Center(LC)",-168,188
"Mid-Range_Left Side(L)",-162,42
"In The Paint (Non-RA)_Center(C)",-16,66
"Mid-Range_Left Side(L)",-153,9
"Restricted Area_Center(C)",0,0
"Above the Break 3_Left Side Center(LC)",-168,188
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",18,99
"Above the Break 3_Left Side Center(LC)",-168,188
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-153,82
"Mid-Range_Left Side(L)",-168,4
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",32,70
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Above the Break 3_Left Side Center(LC)",-151,198
"Mid-Range_Right Side Center(RC)",132,114
"Above the Break 3_Right Side Center(RC)",153,192
"Mid-Range_Left Side(L)",-130,85
"Above the Break 3_Left Side Center(LC)",-202,148
"Mid-Range_Left Side Center(LC)",-157,125
"Above the Break 3_Right Side Center(RC)",153,213
"In The Paint (Non-RA)_Center(C)",-71,34
"In The Paint (Non-RA)_Center(C)",56,108
"Above the Break 3_Left Side Center(LC)",-86,236
"Restricted Area_Center(C)",0,0
"Above the Break 3_Left Side Center(LC)",-130,209
"Right Corner 3_Right Side(R)",226,-19
"In The Paint (Non-RA)_Center(C)",3,47
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Above the Break 3_Center(C)",-71,236
"Restricted Area_Center(C)",24,30
"Above the Break 3_Right Side Center(RC)",138,200
"Restricted Area_Center(C)",0,0
"Above the Break 3_Center(C)",1,245
"In The Paint (Non-RA)_Center(C)",-46,21
Mid-Range_Center(C),-46,211
"Mid-Range_Right Side Center(RC)",66,196
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side Center(RC)",96,133
"Mid-Range_Right Side(R)",129,0
"In The Paint (Non-RA)_Center(C)",30,45
"Mid-Range_Right Side(R)",150,32
"Above the Break 3_Center(C)",-10,241
"In The Paint (Non-RA)_Center(C)",-46,32
"Mid-Range_Right Side(R)",129,55
"In The Paint (Non-RA)_Center(C)",-46,28
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-103,-15
"Above the Break 3_Right Side Center(RC)",165,196
"Mid-Range_Right Side Center(RC)",159,146
Mid-Range_Center(C),-46,196
"Above the Break 3_Right Side Center(RC)",138,200
"In The Paint (Non-RA)_Center(C)",-39,32
"Above the Break 3_Right Side Center(RC)",203,139
"Above the Break 3_Center(C)",-31,241
"Above the Break 3_Left Side Center(LC)",-160,196
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",22,106
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Left Side(L)",-58,57
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-88,89
"Mid-Range_Right Side(R)",132,0
"In The Paint (Non-RA)_Center(C)",-1,57
"In The Paint (Non-RA)_Center(C)",56,0
"Mid-Range_Right Side(R)",83,125
"Restricted Area_Center(C)",-23,23
"Above the Break 3_Center(C)",11,243
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",-50,30
"Restricted Area_Center(C)",-16,28
Mid-Range_Center(C),-10,163
"Restricted Area_Center(C)",-16,11
"Mid-Range_Left Side Center(LC)",-153,127
"Restricted Area_Center(C)",-10,-11
"In The Paint (Non-RA)_Center(C)",47,28
"Above the Break 3_Left Side Center(LC)",-219,150
"In The Paint (Non-RA)_Center(C)",-1,51
"In The Paint (Non-RA)_Center(C)",56,57
"Above the Break 3_Right Side Center(RC)",178,186
"Above the Break 3_Right Side Center(RC)",163,196
"Mid-Range_Right Side(R)",113,51
"Mid-Range_Right Side(R)",98,28
"Restricted Area_Center(C)",-23,28
"Mid-Range_Left Side(L)",-109,97
"Above the Break 3_Right Side Center(RC)",148,203
"Restricted Area_Center(C)",-16,17
"In The Paint (Non-RA)_Center(C)",-23,40
"Restricted Area_Center(C)",-10,4
"Mid-Range_Left Side(L)",-168,-11
"Mid-Range_Right Side(R)",121,-4
"Mid-Range_Right Side(R)",148,11
"Restricted Area_Center(C)",-1,4
"Restricted Area_Center(C)",-10,34
"Above the Break 3_Right Side Center(RC)",157,213
Mid-Range_Center(C),-10,163
"Mid-Range_Right Side Center(RC)",142,104
"Restricted Area_Center(C)",-1,-4
"Mid-Range_Right Side(R)",157,4
"Mid-Range_Left Side(L)",-82,17
"Restricted Area_Center(C)",3,11
"In The Paint (Non-RA)_Center(C)",-1,40
"Restricted Area_Center(C)",-10,21
"Mid-Range_Right Side(R)",134,21
"Mid-Range_Left Side(L)",-147,28
"Restricted Area_Center(C)",-31,11
"Restricted Area_Center(C)",3,34
"Restricted Area_Center(C)",3,34
"Mid-Range_Right Side Center(RC)",121,127
"Restricted Area_Center(C)",11,11
"Above the Break 3_Left Side Center(LC)",-168,209
"Restricted Area_Center(C)",-10,11
"Mid-Range_Right Side Center(RC)",77,150
"Above the Break 3_Right Side Center(RC)",178,186
"Restricted Area_Center(C)",-1,4
"Restricted Area_Center(C)",11,17
"Mid-Range_Right Side(R)",142,87
"Above the Break 3_Right Side Center(RC)",134,209
"Mid-Range_Left Side(L)",-153,104
"In The Paint (Non-RA)_Center(C)",47,4
"Restricted Area_Center(C)",-10,17
"Mid-Range_Right Side Center(RC)",142,127
"Restricted Area_Center(C)",-10,4
"Mid-Range_Left Side Center(LC)",-117,144
"Mid-Range_Right Side(R)",98,97
"Mid-Range_Left Side Center(LC)",-124,133
"In The Paint (Non-RA)_Center(C)",47,4
"Restricted Area_Center(C)",-10,11
"Right Corner 3_Right Side(R)",228,34
"Restricted Area_Center(C)",11,11
"Above the Break 3_Left Side Center(LC)",-153,219
"Above the Break 3_Left Side Center(LC)",-219,127
"Restricted Area_Center(C)",3,0
"In The Paint (Non-RA)_Center(C)",-46,51
"Restricted Area_Center(C)",3,28
"In The Paint (Non-RA)_Center(C)",-31,28
"Restricted Area_Center(C)",-10,-4
"Restricted Area_Center(C)",-16,-4
"Mid-Range_Left Side Center(LC)",-147,110
"Above the Break 3_Right Side Center(RC)",178,179
"Restricted Area_Center(C)",3,4
"Restricted Area_Center(C)",18,11
"In The Paint (Non-RA)_Left Side(L)",-73,87
"Restricted Area_Center(C)",-23,17
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Left Side(L)",-79,135
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-151,30
"Mid-Range_Left Side(L)",-166,68
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-136,-2
"Above the Break 3_Right Side Center(RC)",161,209
"Mid-Range_Right Side(R)",161,0
"Above the Break 3_Right Side Center(RC)",226,163
"Mid-Range_Left Side(L)",-166,-13
"Mid-Range_Right Side(R)",132,-2
"Mid-Range_Right Side(R)",132,57
"Left Corner 3_Left Side(L)",-229,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",32,19
Mid-Range_Center(C),68,141
"Above the Break 3_Left Side Center(LC)",-178,198
"Above the Break 3_Left Side Center(LC)",-178,209
"Mid-Range_Right Side(R)",167,0
"Mid-Range_Left Side(L)",-136,-8
"In The Paint (Non-RA)_Center(C)",77,135
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",161,74
"Mid-Range_Right Side(R)",104,7
"Mid-Range_Left Side Center(LC)",-94,163
"Mid-Range_Right Side(R)",167,0
"Mid-Range_Left Side(L)",-151,47
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-157,-2
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
Mid-Range_Center(C),-16,169
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",-65,7
"Mid-Range_Right Side(R)",182,7
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-157,30
"Mid-Range_Right Side(R)",132,63
"Mid-Range_Right Side(R)",153,-2
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Right Side(R)",68,63
"Above the Break 3_Left Side Center(LC)",-94,253
"Restricted Area_Center(C)",24,19
"Above the Break 3_Right Side Center(RC)",218,163
"Mid-Range_Right Side(R)",153,47
"Mid-Range_Right Side(R)",146,-2
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-145,-8
"In The Paint (Non-RA)_Center(C)",-79,-8
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Left Side(L)",-58,76
"Mid-Range_Right Side(R)",193,34
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-101,30
"In The Paint (Non-RA)_Center(C)",56,26
"Restricted Area_Center(C)",0,0
"Above the Break 3_Right Side Center(RC)",98,278
"Right Corner 3_Right Side(R)",226,87
"Restricted Area_Center(C)",0,0
"Left Corner 3_Left Side(L)",-229,4
"Mid-Range_Left Side(L)",-124,-6
"Mid-Range_Left Side(L)",-157,93
"Mid-Range_Right Side(R)",197,4
"Left Corner 3_Left Side(L)",-229,4
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",119,49
"Left Corner 3_Left Side(L)",-223,82
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Above the Break 3_Left Side Center(LC)",-157,188
"Restricted Area_Center(C)",0,0
"Right Corner 3_Right Side(R)",233,55
"Mid-Range_Right Side(R)",89,-6
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side Center(LC)",-119,152
Mid-Range_Center(C),-42,169
"Mid-Range_Left Side(L)",-113,51
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-155,-11
Mid-Range_Center(C),7,165
"Mid-Range_Right Side(R)",115,11
"Restricted Area_Center(C)",0,0
"Above the Break 3_Left Side Center(LC)",-119,222
"Above the Break 3_Right Side Center(RC)",123,215
"Above the Break 3_Left Side Center(LC)",-149,192
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Right Side(R)",79,61
"Above the Break 3_Left Side Center(LC)",-113,215
"Mid-Range_Left Side Center(LC)",-71,148
"In The Paint (Non-RA)_Center(C)",-56,34
"In The Paint (Non-RA)_Center(C)",37,45
"Mid-Range_Left Side(L)",-141,72
"Restricted Area_Center(C)",0,0
"Above the Break 3_Center(C)",7,249
"Mid-Range_Left Side(L)",-162,4
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side Center(RC)",123,125
"Mid-Range_Right Side Center(RC)",144,112
Mid-Range_Center(C),-18,165
"Mid-Range_Left Side Center(LC)",-105,169
"Above the Break 3_Left Side Center(LC)",-105,222
"Mid-Range_Left Side Center(LC)",-98,129
"Mid-Range_Left Side(L)",-98,78
"Mid-Range_Right Side(R)",153,0
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",60,127
"Mid-Range_Left Side(L)",-86,34
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",11,82
"In The Paint (Non-RA)_Center(C)",-16,55
"Right Corner 3_Right Side(R)",237,2
"Above the Break 3_Center(C)",-37,253
Mid-Range_Center(C),11,198
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-185,127
"Mid-Range_Right Side(R)",87,133
"Restricted Area_Center(C)",0,0
"Above the Break 3_Left Side Center(LC)",-136,205
"In The Paint (Non-RA)_Center(C)",11,89
Mid-Range_Center(C),18,160
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side Center(RC)",117,160
"In The Paint (Non-RA)_Center(C)",39,127
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",81,7
"Restricted Area_Center(C)",-31,17
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",45,137
"Above the Break 3_Left Side Center(LC)",-98,285
"In The Paint (Non-RA)_Center(C)",39,82
"Mid-Range_Left Side(L)",-157,45
"In The Paint (Non-RA)_Right Side(R)",66,95
"Mid-Range_Left Side Center(LC)",-92,186
"Mid-Range_Left Side(L)",-149,28
"Mid-Range_Right Side(R)",153,51
"In The Paint (Non-RA)_Right Side(R)",75,28
"Mid-Range_Left Side(L)",-149,2
"Mid-Range_Right Side(R)",138,13
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",60,34
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Right Side(R)",75,78
"Mid-Range_Left Side(L)",-115,110
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",165,55
"Mid-Range_Right Side Center(RC)",144,106
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-149,2
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",-73,11
"Mid-Range_Left Side Center(LC)",-160,135
Mid-Range_Center(C),-16,181
"Above the Break 3_Right Side Center(RC)",108,268
"In The Paint (Non-RA)_Center(C)",-71,127
"Restricted Area_Center(C)",0,0
"Above the Break 3_Left Side Center(LC)",-130,232
"Above the Break 3_Right Side Center(RC)",110,243
"Right Corner 3_Right Side(R)",237,34
"Mid-Range_Right Side(R)",132,7
"In The Paint (Non-RA)_Center(C)",-65,13
"In The Paint (Non-RA)_Center(C)",45,110
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",110,13
"Above the Break 3_Right Side Center(RC)",165,226
"Mid-Range_Left Side(L)",-122,26
"Mid-Range_Right Side(R)",153,76
"In The Paint (Non-RA)_Center(C)",32,42
"Restricted Area_Center(C)",32,15
"In The Paint (Non-RA)_Center(C)",32,49
"In The Paint (Non-RA)_Center(C)",47,15
"Restricted Area_Center(C)",32,15
"In The Paint (Non-RA)_Center(C)",54,-6
"In The Paint (Non-RA)_Center(C)",39,26
"Restricted Area_Center(C)",-8,15
"Mid-Range_Right Side(R)",81,42
"Above the Break 3_Left Side Center(LC)",-170,184
"In The Paint (Non-RA)_Center(C)",-1,49
"Restricted Area_Center(C)",24,9
"In The Paint (Non-RA)_Right Side(R)",75,116
"Restricted Area_Center(C)",11,19
"Above the Break 3_Center(C)",24,251
"Mid-Range_Right Side(R)",138,86
Mid-Range_Center(C),-35,217
"Mid-Range_Left Side Center(LC)",-71,150
"Above the Break 3_Right Side Center(RC)",117,234
"Above the Break 3_Right Side Center(RC)",123,217
"Restricted Area_Center(C)",-8,15
"In The Paint (Non-RA)_Center(C)",-16,116
"In The Paint (Non-RA)_Center(C)",32,42
"Restricted Area_Center(C)",-23,30
"In The Paint (Non-RA)_Right Side(R)",75,127
"In The Paint (Non-RA)_Center(C)",60,15
"In The Paint (Non-RA)_Center(C)",-8,42
"Restricted Area_Center(C)",18,-6
"Above the Break 3_Right Side Center(RC)",195,184
"Restricted Area_Center(C)",3,4
"In The Paint (Non-RA)_Center(C)",-50,4
"Mid-Range_Right Side Center(RC)",144,167
"Mid-Range_Left Side(L)",-113,42
"Above the Break 3_Center(C)",32,251
"In The Paint (Non-RA)_Center(C)",-44,19
"Restricted Area_Center(C)",-29,4
"Restricted Area_Center(C)",-16,19
"In The Paint (Non-RA)_Center(C)",24,42
Mid-Range_Center(C),-1,160
"Mid-Range_Right Side(R)",167,59
"Mid-Range_Right Side(R)",195,9
"Restricted Area_Center(C)",-8,15
"Right Corner 3_Right Side(R)",228,15
"Mid-Range_Left Side(L)",-170,87
"Restricted Area_Center(C)",-23,19
"Restricted Area_Center(C)",-23,15
"In The Paint (Non-RA)_Left Side(L)",-71,47
"Mid-Range_Right Side(R)",182,47
"Right Corner 3_Right Side(R)",233,57
"In The Paint (Non-RA)_Center(C)",-50,30
"Restricted Area_Center(C)",-1,13
Mid-Range_Center(C),3,198
"Restricted Area_Center(C)",3,13
"Restricted Area_Center(C)",-1,7
"Restricted Area_Center(C)",-8,7
"Restricted Area_Center(C)",3,7
"In The Paint (Non-RA)_Center(C)",-1,135
"Mid-Range_Right Side Center(RC)",77,141
"Mid-Range_Left Side(L)",-94,114
"Restricted Area_Center(C)",-1,13
"Mid-Range_Left Side(L)",-94,47
"Mid-Range_Left Side Center(LC)",-124,141
"In The Paint (Non-RA)_Center(C)",-16,135
"Above the Break 3_Left Side Center(LC)",-151,219
"Mid-Range_Left Side(L)",-157,13
"In The Paint (Non-RA)_Center(C)",-29,30
"Restricted Area_Center(C)",3,7
Mid-Range_Center(C),-50,192
"Mid-Range_Right Side(R)",161,-13
"Mid-Range_Left Side(L)",-178,19
"Mid-Range_Left Side(L)",-94,23
"Restricted Area_Center(C)",3,-2
"Restricted Area_Center(C)",-1,0
"Above the Break 3_Right Side Center(RC)",191,173
"Restricted Area_Center(C)",-1,7
"In The Paint (Non-RA)_Center(C)",-1,118
"Restricted Area_Center(C)",3,7
"Mid-Range_Right Side(R)",98,125
"Restricted Area_Center(C)",-1,7
"Mid-Range_Left Side(L)",-109,51
"Mid-Range_Left Side(L)",-172,80
"In The Paint (Non-RA)_Center(C)",-8,57
"Restricted Area_Center(C)",-8,19
Mid-Range_Center(C),1,198
"Above the Break 3_Left Side Center(LC)",-128,222
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",-6,53
"In The Paint (Non-RA)_Right Side(R)",62,59
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side Center(LC)",-115,141
"In The Paint (Non-RA)_Center(C)",-50,26
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",-79,9
"Restricted Area_Center(C)",0,0
"Right Corner 3_Right Side(R)",237,38
"Restricted Area_Center(C)",0,0
"Right Corner 3_Right Side(R)",231,45
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Above the Break 3_Right Side Center(RC)",127,247
"Restricted Area_Center(C)",0,0
"Above the Break 3_Left Side Center(LC)",-178,163
"Mid-Range_Left Side(L)",-157,76
"Above the Break 3_Right Side Center(RC)",165,192
"In The Paint (Non-RA)_Center(C)",41,47
"Mid-Range_Left Side(L)",-157,97
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Right Side(R)",56,59
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Above the Break 3_Left Side Center(LC)",-164,226
"In The Paint (Non-RA)_Center(C)",56,26
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-107,59
"Above the Break 3_Left Side Center(LC)",-143,196
"Above the Break 3_Right Side Center(RC)",199,135
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",-48,15
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Above the Break 3_Right Side Center(RC)",216,127
"In The Paint (Non-RA)_Center(C)",1,66
"Restricted Area_Center(C)",0,0
"Above the Break 3_Center(C)",1,249
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-168,-11
"Above the Break 3_Right Side Center(RC)",214,129
"In The Paint (Non-RA)_Center(C)",3,85
